Instancia;Tarefas Finalizadas;Tarefas não finalizads;Trocas;Instancias de troca;Soluções Iniciais;Soluções Final;Soluções Final Real;Tempo;PTL
instanceLarge223_m=4_n=50_l=40_c=30_s=0;48.0;2.0;213.0;44.0;0;-1653,0;727,0;0,0;0
instanceLarge224_m=4_n=50_l=40_c=30_s=1;47.0;3.0;209.0;43.0;0;-1619,0;681,0;0,0;0
instanceLarge225_m=4_n=50_l=40_c=30_s=2;48.0;2.0;213.0;44.0;0;-1653,0;727,0;0,0;0
instanceLarge226_m=4_n=50_l=40_c=30_s=0;48.0;2.0;220.0;44.0;0;-1660,0;720,0;0,0;0
instanceLarge227_m=4_n=50_l=40_c=30_s=1;48.0;2.0;220.0;44.0;0;-1660,0;720,0;0,003;0
instanceLarge228_m=4_n=50_l=40_c=30_s=2;48.0;2.0;220.0;44.0;0;-1660,0;720,0;0,0;0
instanceLarge229_m=4_n=50_l=40_c=30_s=0;50.0;0.0;236.0;46.0;0;-1736,0;804,0;0,0;0
instanceLarge230_m=4_n=50_l=40_c=30_s=1;48.0;2.0;226.0;44.0;0;-1666,0;714,0;0,0;0
instanceLarge231_m=4_n=50_l=40_c=30_s=2;48.0;2.0;226.0;44.0;0;-1666,0;714,0;0,003;0
instanceLarge232_m=4_n=50_l=40_c=30_s=0;48.0;2.0;215.0;44.0;0;-1655,0;725,0;0,002;0
instanceLarge233_m=4_n=50_l=40_c=30_s=1;49.0;1.0;218.0;45.0;0;-1688,0;772,0;0,0;0
instanceLarge234_m=4_n=50_l=40_c=30_s=2;48.0;2.0;215.0;44.0;0;-1655,0;725,0;0,0;0
instanceLarge235_m=4_n=50_l=40_c=30_s=0;49.0;1.0;234.0;45.0;0;-1704,0;756,0;0,0;0
instanceLarge236_m=4_n=50_l=40_c=30_s=1;49.0;1.0;234.0;45.0;0;-1704,0;756,0;0,0;0
instanceLarge237_m=4_n=50_l=40_c=30_s=2;49.0;1.0;234.0;45.0;0;-1704,0;756,0;0,0;0
instanceLarge238_m=4_n=50_l=40_c=30_s=0;49.0;1.0;225.0;45.0;0;-1695,0;765,0;0,0;0
instanceLarge239_m=4_n=50_l=40_c=30_s=1;48.0;2.0;223.0;44.0;0;-1663,0;717,0;0,003;0
instanceLarge240_m=4_n=50_l=40_c=30_s=2;48.0;2.0;223.0;44.0;0;-1663,0;717,0;0,0;0
instanceLarge241_m=5_n=50_l=30_c=10_s=0;48.0;2.0;151.0;41.0;0;-1591,0;819,0;0,003;0
instanceLarge242_m=5_n=50_l=30_c=10_s=1;47.0;3.0;148.0;40.0;0;-1558,0;772,0;0,0;0
instanceLarge243_m=5_n=50_l=30_c=10_s=2;47.0;3.0;148.0;40.0;0;-1558,0;772,0;0,0;0
instanceLarge244_m=5_n=50_l=30_c=10_s=0;45.0;5.0;137.0;38.0;0;-1487,0;683,0;0,0;0
instanceLarge245_m=5_n=50_l=30_c=10_s=1;47.0;3.0;149.0;40.0;0;-1559,0;771,0;0,0;0
instanceLarge246_m=5_n=50_l=30_c=10_s=2;47.0;3.0;149.0;40.0;0;-1559,0;771,0;0,0;0
instanceLarge247_m=5_n=50_l=30_c=10_s=0;45.0;5.0;147.0;39.0;0;-1497,0;663,0;0,0;0
instanceLarge248_m=5_n=50_l=30_c=10_s=1;49.0;1.0;165.0;43.0;0;-1635,0;845,0;0,0;0
instanceLarge249_m=5_n=50_l=30_c=10_s=2;48.0;2.0;162.0;42.0;0;-1602,0;798,0;0,003;0
instanceLarge250_m=5_n=50_l=30_c=10_s=0;49.0;1.0;151.0;41.0;0;-1621,0;879,0;0,0;0
instanceLarge251_m=5_n=50_l=30_c=10_s=1;48.0;2.0;147.0;40.0;0;-1587,0;833,0;0,0;0
instanceLarge252_m=5_n=50_l=30_c=10_s=2;48.0;2.0;147.0;40.0;0;-1587,0;833,0;0,0;0
instanceLarge253_m=5_n=50_l=30_c=10_s=0;48.0;2.0;147.0;41.0;0;-1587,0;823,0;0,0;0
instanceLarge254_m=5_n=50_l=30_c=10_s=1;48.0;2.0;147.0;41.0;0;-1587,0;823,0;0,0;0
instanceLarge255_m=5_n=50_l=30_c=10_s=2;48.0;2.0;147.0;41.0;0;-1587,0;823,0;0,0;0
instanceLarge256_m=5_n=50_l=30_c=10_s=0;48.0;2.0;142.0;43.0;0;-1582,0;808,0;0,0;0
instanceLarge257_m=5_n=50_l=30_c=10_s=1;49.0;1.0;147.0;44.0;0;-1617,0;853,0;0,0;0
instanceLarge258_m=5_n=50_l=30_c=10_s=2;48.0;2.0;142.0;43.0;0;-1582,0;808,0;0,0;0
instanceLarge259_m=5_n=50_l=30_c=10_s=0;50.0;0.0;157.0;43.0;0;-1657,0;913,0;0,0;0
instanceLarge260_m=5_n=50_l=30_c=10_s=1;45.0;5.0;142.0;38.0;0;-1492,0;678,0;0,0;0
instanceLarge261_m=5_n=50_l=30_c=10_s=2;48.0;2.0;153.0;41.0;0;-1593,0;817,0;0,0;0
instanceLarge262_m=5_n=50_l=30_c=10_s=0;50.0;0.0;163.0;42.0;0;-1663,0;917,0;0,0;0
instanceLarge263_m=5_n=50_l=30_c=10_s=1;50.0;0.0;163.0;42.0;0;-1663,0;917,0;0,0;0
instanceLarge264_m=5_n=50_l=30_c=10_s=2;48.0;2.0;153.0;40.0;0;-1593,0;827,0;0,0;0
instanceLarge265_m=5_n=50_l=30_c=10_s=0;49.0;1.0;159.0;43.0;0;-1629,0;851,0;0,0;0
instanceLarge266_m=5_n=50_l=30_c=10_s=1;50.0;0.0;162.0;44.0;0;-1662,0;898,0;0,003;0
instanceLarge267_m=5_n=50_l=30_c=10_s=2;48.0;2.0;155.0;42.0;0;-1595,0;805,0;0,0;0
instanceLarge268_m=5_n=50_l=30_c=10_s=0;47.0;3.0;134.0;41.0;0;-1544,0;776,0;0,0;0
instanceLarge269_m=5_n=50_l=30_c=10_s=1;47.0;3.0;134.0;41.0;0;-1544,0;776,0;0,0;0
instanceLarge270_m=5_n=50_l=30_c=10_s=2;48.0;2.0;138.0;42.0;0;-1578,0;822,0;0,0;0
instanceLarge271_m=5_n=50_l=30_c=20_s=0;49.0;1.0;97.0;38.0;0;-1567,0;963,0;0,0;0
instanceLarge272_m=5_n=50_l=30_c=20_s=1;48.0;2.0;95.0;37.0;0;-1535,0;915,0;0,002;0
instanceLarge273_m=5_n=50_l=30_c=20_s=2;48.0;2.0;95.0;37.0;0;-1535,0;915,0;0,0;0
instanceLarge274_m=5_n=50_l=30_c=20_s=0;50.0;0.0;97.0;39.0;0;-1597,0;1013,0;0,0;0
instanceLarge275_m=5_n=50_l=30_c=20_s=1;47.0;3.0;91.0;37.0;0;-1501,0;859,0;0,0;0
instanceLarge276_m=5_n=50_l=30_c=20_s=2;48.0;2.0;95.0;38.0;0;-1535,0;905,0;0,0;0
instanceLarge277_m=5_n=50_l=30_c=20_s=0;46.0;4.0;88.0;33.0;0;-1468,0;842,0;0,0;0
instanceLarge278_m=5_n=50_l=30_c=20_s=1;49.0;1.0;96.0;36.0;0;-1566,0;984,0;0,0;0
instanceLarge279_m=5_n=50_l=30_c=20_s=2;48.0;2.0;95.0;35.0;0;-1535,0;935,0;0,0;0
instanceLarge280_m=5_n=50_l=30_c=20_s=0;47.0;3.0;97.0;33.0;0;-1507,0;893,0;0,0;0
instanceLarge281_m=5_n=50_l=30_c=20_s=1;50.0;0.0;104.0;36.0;0;-1604,0;1036,0;0,0;0
instanceLarge282_m=5_n=50_l=30_c=20_s=2;48.0;2.0;98.0;34.0;0;-1538,0;942,0;0,0;0
instanceLarge283_m=5_n=50_l=30_c=20_s=0;49.0;1.0;102.0;36.0;0;-1572,0;978,0;0,0;0
instanceLarge284_m=5_n=50_l=30_c=20_s=1;47.0;3.0;96.0;34.0;0;-1506,0;884,0;0,0;0
instanceLarge285_m=5_n=50_l=30_c=20_s=2;48.0;2.0;99.0;35.0;0;-1539,0;931,0;0,0;0
instanceLarge286_m=5_n=50_l=30_c=20_s=0;48.0;2.0;100.0;35.0;0;-1540,0;930,0;0,0;0
instanceLarge287_m=5_n=50_l=30_c=20_s=1;49.0;1.0;101.0;36.0;0;-1571,0;979,0;0,0;0
instanceLarge288_m=5_n=50_l=30_c=20_s=2;47.0;3.0;97.0;34.0;0;-1507,0;883,0;0,0;0
instanceLarge289_m=5_n=50_l=30_c=20_s=0;48.0;2.0;104.0;33.0;0;-1544,0;946,0;0,0;0
instanceLarge290_m=5_n=50_l=30_c=20_s=1;50.0;0.0;110.0;35.0;0;-1610,0;1040,0;0,0;0
instanceLarge291_m=5_n=50_l=30_c=20_s=2;48.0;2.0;104.0;33.0;0;-1544,0;946,0;0,0;0
instanceLarge292_m=5_n=50_l=30_c=20_s=0;49.0;1.0;104.0;39.0;0;-1574,0;946,0;0,0;0
instanceLarge293_m=5_n=50_l=30_c=20_s=1;48.0;2.0;104.0;39.0;0;-1544,0;886,0;0,0;0
instanceLarge294_m=5_n=50_l=30_c=20_s=2;48.0;2.0;104.0;39.0;0;-1544,0;886,0;0,0;0
instanceLarge295_m=5_n=50_l=30_c=20_s=0;47.0;3.0;104.0;34.0;0;-1514,0;876,0;0,0;0
instanceLarge296_m=5_n=50_l=30_c=20_s=1;47.0;3.0;104.0;34.0;0;-1514,0;876,0;0,0;0
instanceLarge297_m=5_n=50_l=30_c=20_s=2;48.0;2.0;107.0;35.0;0;-1547,0;923,0;0,0;0
instanceLarge298_m=5_n=50_l=30_c=20_s=0;48.0;2.0;96.0;37.0;0;-1536,0;914,0;0,0;0
instanceLarge299_m=5_n=50_l=30_c=20_s=1;47.0;3.0;94.0;36.0;0;-1504,0;866,0;0,0;0
instanceLarge300_m=5_n=50_l=30_c=20_s=2;48.0;2.0;96.0;37.0;0;-1536,0;914,0;0,003;0
instanceLarge301_m=5_n=50_l=40_c=30_s=0;48.0;2.0;44.0;23.0;0;-1484,0;1106,0;0,0;0
instanceLarge302_m=5_n=50_l=40_c=30_s=1;47.0;3.0;44.0;23.0;0;-1454,0;1046,0;0,0;0
instanceLarge303_m=5_n=50_l=40_c=30_s=2;48.0;2.0;44.0;23.0;0;-1484,0;1106,0;0,0;0
instanceLarge304_m=5_n=50_l=40_c=30_s=0;48.0;2.0;44.0;22.0;0;-1484,0;1116,0;0,0;0
instanceLarge305_m=5_n=50_l=40_c=30_s=1;49.0;1.0;44.0;22.0;0;-1514,0;1176,0;0,0;0
instanceLarge306_m=5_n=50_l=40_c=30_s=2;47.0;3.0;42.0;21.0;0;-1452,0;1068,0;0,0;0
instanceLarge307_m=5_n=50_l=40_c=30_s=0;48.0;2.0;51.0;21.0;0;-1491,0;1119,0;0,0;0
instanceLarge308_m=5_n=50_l=40_c=30_s=1;48.0;2.0;51.0;21.0;0;-1491,0;1119,0;0,0;0
instanceLarge309_m=5_n=50_l=40_c=30_s=2;48.0;2.0;51.0;21.0;0;-1491,0;1119,0;0,0;0
instanceLarge310_m=5_n=50_l=40_c=30_s=0;46.0;4.0;46.0;18.0;0;-1426,0;1034,0;0,0;0
instanceLarge311_m=5_n=50_l=40_c=30_s=1;45.0;5.0;45.0;17.0;0;-1395,0;985,0;0,0;0
instanceLarge312_m=5_n=50_l=40_c=30_s=2;48.0;2.0;48.0;19.0;0;-1488,0;1142,0;0,0;0
instanceLarge313_m=5_n=50_l=40_c=30_s=0;48.0;2.0;48.0;21.0;0;-1488,0;1122,0;0,0;0
instanceLarge314_m=5_n=50_l=40_c=30_s=1;49.0;1.0;51.0;22.0;0;-1521,0;1169,0;0,0;0
instanceLarge315_m=5_n=50_l=40_c=30_s=2;48.0;2.0;48.0;21.0;0;-1488,0;1122,0;0,0;0
instanceLarge316_m=5_n=50_l=40_c=30_s=0;50.0;0.0;56.0;23.0;0;-1556,0;1214,0;0,0;0
instanceLarge317_m=5_n=50_l=40_c=30_s=1;48.0;2.0;54.0;22.0;0;-1494,0;1106,0;0,0;0
instanceLarge318_m=5_n=50_l=40_c=30_s=2;47.0;3.0;54.0;22.0;0;-1464,0;1046,0;0,0;0
instanceLarge319_m=5_n=50_l=40_c=30_s=0;49.0;1.0;54.0;23.0;0;-1524,0;1156,0;0,0;0
instanceLarge320_m=5_n=50_l=40_c=30_s=1;46.0;4.0;50.0;20.0;0;-1430,0;1010,0;0,0;0
instanceLarge321_m=5_n=50_l=40_c=30_s=2;47.0;3.0;51.0;21.0;0;-1461,0;1059,0;0,0;0
instanceLarge322_m=5_n=50_l=40_c=30_s=0;50.0;0.0;51.0;18.0;0;-1551,0;1269,0;0,0;0
instanceLarge323_m=5_n=50_l=40_c=30_s=1;47.0;3.0;47.0;17.0;0;-1457,0;1103,0;0,0;0
instanceLarge324_m=5_n=50_l=40_c=30_s=2;48.0;2.0;47.0;17.0;0;-1487,0;1163,0;0,0;0
instanceLarge325_m=5_n=50_l=40_c=30_s=0;48.0;2.0;49.0;24.0;0;-1489,0;1091,0;0,0;0
instanceLarge326_m=5_n=50_l=40_c=30_s=1;47.0;3.0;46.0;23.0;0;-1456,0;1044,0;0,0;0
instanceLarge327_m=5_n=50_l=40_c=30_s=2;48.0;2.0;49.0;24.0;0;-1489,0;1091,0;0,0;0
instanceLarge328_m=5_n=50_l=40_c=30_s=0;47.0;3.0;50.0;20.0;0;-1460,0;1070,0;0,0;0
instanceLarge329_m=5_n=50_l=40_c=30_s=1;47.0;3.0;50.0;20.0;0;-1460,0;1070,0;0,0;0
instanceLarge330_m=5_n=50_l=40_c=30_s=2;47.0;3.0;50.0;20.0;0;-1460,0;1070,0;0,002;0
instanceLarge331_m=5_n=50_l=40_c=30_s=0;48.0;2.0;195.0;43.0;0;-1635,0;755,0;0,0;0
instanceLarge332_m=5_n=50_l=40_c=30_s=1;46.0;4.0;186.0;41.0;0;-1566,0;664,0;0,0;0
instanceLarge333_m=5_n=50_l=40_c=30_s=2;48.0;2.0;195.0;43.0;0;-1635,0;755,0;0,0;0
instanceLarge334_m=5_n=50_l=40_c=30_s=0;49.0;1.0;201.0;43.0;0;-1671,0;809,0;0,0;0
instanceLarge335_m=5_n=50_l=40_c=30_s=1;46.0;4.0;183.0;40.0;0;-1563,0;677,0;0,0;0
instanceLarge336_m=5_n=50_l=40_c=30_s=2;47.0;3.0;187.0;41.0;0;-1597,0;723,0;0,0;0
instanceLarge337_m=5_n=50_l=40_c=30_s=0;48.0;2.0;196.0;43.0;0;-1636,0;754,0;0,0;0
instanceLarge338_m=5_n=50_l=40_c=30_s=1;48.0;2.0;196.0;43.0;0;-1636,0;754,0;0,0;0
instanceLarge339_m=5_n=50_l=40_c=30_s=2;48.0;2.0;196.0;43.0;0;-1636,0;754,0;0,0;0
instanceLarge340_m=5_n=50_l=40_c=30_s=0;49.0;1.0;205.0;44.0;0;-1675,0;795,0;0,003;0
instanceLarge341_m=5_n=50_l=40_c=30_s=1;50.0;0.0;208.0;45.0;0;-1708,0;842,0;0,0;0
instanceLarge342_m=5_n=50_l=40_c=30_s=2;48.0;2.0;200.0;43.0;0;-1640,0;750,0;0,003;0
instanceLarge343_m=5_n=50_l=40_c=30_s=0;48.0;2.0;184.0;41.0;0;-1624,0;786,0;0,0;0
instanceLarge344_m=5_n=50_l=40_c=30_s=1;50.0;0.0;193.0;43.0;0;-1693,0;877,0;0,002;0
instanceLarge345_m=5_n=50_l=40_c=30_s=2;48.0;2.0;184.0;41.0;0;-1624,0;786,0;0,0;0
instanceLarge346_m=5_n=50_l=40_c=30_s=0;48.0;2.0;200.0;43.0;0;-1640,0;750,0;0,0;0
instanceLarge347_m=5_n=50_l=40_c=30_s=1;49.0;1.0;205.0;44.0;0;-1675,0;795,0;0,0;0
instanceLarge348_m=5_n=50_l=40_c=30_s=2;48.0;2.0;200.0;43.0;0;-1640,0;750,0;0,0;0
instanceLarge349_m=5_n=50_l=40_c=30_s=0;47.0;3.0;181.0;42.0;0;-1591,0;719,0;0,0;0
instanceLarge350_m=5_n=50_l=40_c=30_s=1;48.0;2.0;186.0;43.0;0;-1626,0;764,0;0,0;0
instanceLarge351_m=5_n=50_l=40_c=30_s=2;48.0;2.0;186.0;43.0;0;-1626,0;764,0;0,0;0
instanceLarge352_m=5_n=50_l=40_c=30_s=0;50.0;0.0;201.0;45.0;0;-1701,0;849,0;0,0;0
instanceLarge353_m=5_n=50_l=40_c=30_s=1;47.0;3.0;183.0;42.0;0;-1593,0;717,0;0,0;0
instanceLarge354_m=5_n=50_l=40_c=30_s=2;48.0;2.0;188.0;43.0;0;-1628,0;762,0;0,0;0
instanceLarge355_m=5_n=50_l=40_c=30_s=0;49.0;1.0;194.0;44.0;0;-1664,0;806,0;0,0;0
instanceLarge356_m=5_n=50_l=40_c=30_s=1;47.0;3.0;182.0;42.0;0;-1592,0;718,0;0,0;0
instanceLarge357_m=5_n=50_l=40_c=30_s=2;48.0;2.0;188.0;43.0;0;-1628,0;762,0;0,0;0
instanceLarge358_m=5_n=50_l=40_c=30_s=0;47.0;3.0;192.0;41.0;0;-1602,0;718,0;0,0;0
instanceLarge359_m=5_n=50_l=40_c=30_s=1;48.0;2.0;197.0;42.0;0;-1637,0;763,0;0,0;0
instanceLarge360_m=5_n=50_l=40_c=30_s=2;48.0;2.0;197.0;42.0;0;-1637,0;763,0;0,0;0
instanceLarge361_m=4_n=100_l=30_c=10_s=0;99.0;1.0;269.0;92.0;0;-3239,0;1751,0;0,0;0
instanceLarge362_m=4_n=100_l=30_c=10_s=1;95.0;5.0;259.0;88.0;0;-3109,0;1561,0;0,0;0
instanceLarge363_m=4_n=100_l=30_c=10_s=2;99.0;1.0;269.0;92.0;0;-3239,0;1751,0;0,0;0
instanceLarge364_m=4_n=100_l=30_c=10_s=0;99.0;1.0;275.0;91.0;0;-3245,0;1755,0;0,0;0
instanceLarge365_m=4_n=100_l=30_c=10_s=1;97.0;3.0;269.0;89.0;0;-3179,0;1661,0;0,0;0
instanceLarge366_m=4_n=100_l=30_c=10_s=2;98.0;2.0;272.0;90.0;0;-3212,0;1708,0;0,0;0
instanceLarge367_m=4_n=100_l=30_c=10_s=0;100.0;0.0;286.0;91.0;0;-3286,0;1804,0;0,0;0
instanceLarge368_m=4_n=100_l=30_c=10_s=1;98.0;2.0;280.0;89.0;0;-3220,0;1710,0;0,0;0
instanceLarge369_m=4_n=100_l=30_c=10_s=2;98.0;2.0;280.0;89.0;0;-3220,0;1710,0;0,0;0
instanceLarge370_m=4_n=100_l=30_c=10_s=0;99.0;1.0;270.0;91.0;0;-3240,0;1760,0;0,0;0
instanceLarge371_m=4_n=100_l=30_c=10_s=1;99.0;1.0;270.0;91.0;0;-3240,0;1760,0;0,0;0
instanceLarge372_m=4_n=100_l=30_c=10_s=2;98.0;2.0;267.0;90.0;0;-3207,0;1713,0;0,0;0
instanceLarge373_m=4_n=100_l=30_c=10_s=0;100.0;0.0;285.0;94.0;0;-3285,0;1775,0;0,0;0
instanceLarge374_m=4_n=100_l=30_c=10_s=1;97.0;3.0;275.0;91.0;0;-3185,0;1635,0;0,0;0
instanceLarge375_m=4_n=100_l=30_c=10_s=2;98.0;2.0;276.0;92.0;0;-3216,0;1684,0;0,0;0
instanceLarge376_m=4_n=100_l=30_c=10_s=0;99.0;1.0;262.0;93.0;0;-3232,0;1748,0;0,0;0
instanceLarge377_m=4_n=100_l=30_c=10_s=1;99.0;1.0;262.0;93.0;0;-3232,0;1748,0;0,0;0
instanceLarge378_m=4_n=100_l=30_c=10_s=2;98.0;2.0;258.0;92.0;0;-3198,0;1702,0;0,0;0
instanceLarge379_m=4_n=100_l=30_c=10_s=0;100.0;0.0;261.0;93.0;0;-3261,0;1809,0;0,0;0
instanceLarge380_m=4_n=100_l=30_c=10_s=1;99.0;1.0;257.0;92.0;0;-3227,0;1763,0;0,0;0
instanceLarge381_m=4_n=100_l=30_c=10_s=2;98.0;2.0;255.0;91.0;0;-3195,0;1715,0;0,0;0
instanceLarge382_m=4_n=100_l=30_c=10_s=0;96.0;4.0;266.0;91.0;0;-3146,0;1584,0;0,0;0
instanceLarge383_m=4_n=100_l=30_c=10_s=1;97.0;3.0;269.0;92.0;0;-3179,0;1631,0;0,0;0
instanceLarge384_m=4_n=100_l=30_c=10_s=2;98.0;2.0;273.0;93.0;0;-3213,0;1677,0;0,0;0
instanceLarge385_m=4_n=100_l=30_c=10_s=0;99.0;1.0;279.0;91.0;0;-3249,0;1751,0;0,0;0
instanceLarge386_m=4_n=100_l=30_c=10_s=1;97.0;3.0;274.0;89.0;0;-3184,0;1656,0;0,0;0
instanceLarge387_m=4_n=100_l=30_c=10_s=2;99.0;1.0;279.0;91.0;0;-3249,0;1751,0;0,0;0
instanceLarge388_m=4_n=100_l=30_c=10_s=0;99.0;1.0;257.0;91.0;0;-3227,0;1773,0;0,0;0
instanceLarge389_m=4_n=100_l=30_c=10_s=1;100.0;0.0;262.0;92.0;0;-3262,0;1818,0;0,0;0
instanceLarge390_m=4_n=100_l=30_c=10_s=2;98.0;2.0;253.0;90.0;0;-3193,0;1727,0;0,0;0
instanceLarge391_m=4_n=100_l=30_c=20_s=0;97.0;3.0;329.0;92.0;0;-3239,0;1571,0;0,0;0
instanceLarge392_m=4_n=100_l=30_c=20_s=1;100.0;0.0;339.0;95.0;0;-3339,0;1711,0;0,0;0
instanceLarge393_m=4_n=100_l=30_c=20_s=2;98.0;2.0;333.0;93.0;0;-3273,0;1617,0;0,0;0
instanceLarge394_m=4_n=100_l=30_c=20_s=0;98.0;2.0;324.0;92.0;0;-3264,0;1636,0;0,001;0
instanceLarge395_m=4_n=100_l=30_c=20_s=1;98.0;2.0;324.0;92.0;0;-3264,0;1636,0;0,0;0
instanceLarge396_m=4_n=100_l=30_c=20_s=2;98.0;2.0;324.0;92.0;0;-3264,0;1636,0;0,0;0
instanceLarge397_m=4_n=100_l=30_c=20_s=0;100.0;0.0;349.0;95.0;0;-3349,0;1701,0;0,0;0
instanceLarge398_m=4_n=100_l=30_c=20_s=1;100.0;0.0;349.0;95.0;0;-3349,0;1701,0;0,0;0
instanceLarge399_m=4_n=100_l=30_c=20_s=2;100.0;0.0;349.0;95.0;0;-3349,0;1701,0;0,0;0
instanceLarge400_m=4_n=100_l=30_c=20_s=0;97.0;3.0;332.0;89.0;0;-3242,0;1598,0;0,0;0
instanceLarge401_m=4_n=100_l=30_c=20_s=1;97.0;3.0;332.0;89.0;0;-3242,0;1598,0;0,0;0
instanceLarge402_m=4_n=100_l=30_c=20_s=2;99.0;1.0;338.0;91.0;0;-3308,0;1692,0;0,0;0
instanceLarge403_m=4_n=100_l=30_c=20_s=0;99.0;1.0;342.0;92.0;0;-3312,0;1678,0;0,002;0
instanceLarge404_m=4_n=100_l=30_c=20_s=1;98.0;2.0;336.0;91.0;0;-3276,0;1634,0;0,0;0
instanceLarge405_m=4_n=100_l=30_c=20_s=2;98.0;2.0;336.0;91.0;0;-3276,0;1634,0;0,0;0
instanceLarge406_m=4_n=100_l=30_c=20_s=0;98.0;2.0;330.0;91.0;0;-3270,0;1640,0;0,0;0
instanceLarge407_m=4_n=100_l=30_c=20_s=1;99.0;1.0;333.0;92.0;0;-3303,0;1687,0;0,0;0
instanceLarge408_m=4_n=100_l=30_c=20_s=2;98.0;2.0;330.0;91.0;0;-3270,0;1640,0;0,0;0
instanceLarge409_m=4_n=100_l=30_c=20_s=0;98.0;2.0;336.0;89.0;0;-3276,0;1654,0;0,003;0
instanceLarge410_m=4_n=100_l=30_c=20_s=1;100.0;0.0;343.0;91.0;0;-3343,0;1747,0;0,0;0
instanceLarge411_m=4_n=100_l=30_c=20_s=2;99.0;1.0;340.0;90.0;0;-3310,0;1700,0;0,0;0
instanceLarge412_m=4_n=100_l=30_c=20_s=0;98.0;2.0;335.0;93.0;0;-3275,0;1615,0;0,001;0
instanceLarge413_m=4_n=100_l=30_c=20_s=1;97.0;3.0;332.0;92.0;0;-3242,0;1568,0;0,0;0
instanceLarge414_m=4_n=100_l=30_c=20_s=2;98.0;2.0;335.0;93.0;0;-3275,0;1615,0;0,001;0
instanceLarge415_m=4_n=100_l=30_c=20_s=0;100.0;0.0;337.0;96.0;0;-3337,0;1703,0;0,0;0
instanceLarge416_m=4_n=100_l=30_c=20_s=1;99.0;1.0;333.0;95.0;0;-3303,0;1657,0;0,0;0
instanceLarge417_m=4_n=100_l=30_c=20_s=2;98.0;2.0;329.0;94.0;0;-3269,0;1611,0;0,0;0
instanceLarge418_m=4_n=100_l=30_c=20_s=0;99.0;1.0;337.0;91.0;0;-3307,0;1693,0;0,0;0
instanceLarge419_m=4_n=100_l=30_c=20_s=1;98.0;2.0;335.0;90.0;0;-3275,0;1645,0;0,0;0
instanceLarge420_m=4_n=100_l=30_c=20_s=2;98.0;2.0;335.0;90.0;0;-3275,0;1645,0;0,0;0
instanceLarge421_m=4_n=100_l=40_c=20_s=0;98.0;2.0;336.0;89.0;0;-3276,0;1654,0;0,003;0
instanceLarge422_m=4_n=100_l=40_c=20_s=1;100.0;0.0;341.0;91.0;0;-3341,0;1749,0;0,0;0
instanceLarge423_m=4_n=100_l=40_c=20_s=2;99.0;1.0;338.0;90.0;0;-3308,0;1702,0;0,0;0
instanceLarge424_m=4_n=100_l=40_c=20_s=0;96.0;4.0;332.0;87.0;0;-3212,0;1558,0;0,0;0
instanceLarge425_m=4_n=100_l=40_c=20_s=1;98.0;2.0;337.0;89.0;0;-3277,0;1653,0;0,001;0
instanceLarge426_m=4_n=100_l=40_c=20_s=2;99.0;1.0;341.0;90.0;0;-3311,0;1699,0;0,003;0
instanceLarge427_m=4_n=100_l=40_c=20_s=0;99.0;1.0;339.0;90.0;0;-3309,0;1701,0;0,002;0
instanceLarge428_m=4_n=100_l=40_c=20_s=1;99.0;1.0;339.0;90.0;0;-3309,0;1701,0;0,0;0
instanceLarge429_m=4_n=100_l=40_c=20_s=2;98.0;2.0;336.0;89.0;0;-3276,0;1654,0;0,001;0
instanceLarge430_m=4_n=100_l=40_c=20_s=0;99.0;1.0;336.0;90.0;0;-3306,0;1704,0;0,0;0
instanceLarge431_m=4_n=100_l=40_c=20_s=1;99.0;1.0;336.0;90.0;0;-3306,0;1704,0;0,0;0
instanceLarge432_m=4_n=100_l=40_c=20_s=2;99.0;1.0;336.0;90.0;0;-3306,0;1704,0;0,0;0
instanceLarge433_m=4_n=100_l=40_c=20_s=0;100.0;0.0;357.0;93.0;0;-3357,0;1713,0;0,0;0
instanceLarge434_m=4_n=100_l=40_c=20_s=1;100.0;0.0;357.0;93.0;0;-3357,0;1713,0;0,001;0
instanceLarge435_m=4_n=100_l=40_c=20_s=2;98.0;2.0;347.0;91.0;0;-3287,0;1623,0;0,001;0
instanceLarge436_m=4_n=100_l=40_c=20_s=0;99.0;1.0;330.0;92.0;0;-3300,0;1690,0;0,0;0
instanceLarge437_m=4_n=100_l=40_c=20_s=1;96.0;4.0;322.0;89.0;0;-3202,0;1548,0;0,003;0
instanceLarge438_m=4_n=100_l=40_c=20_s=2;99.0;1.0;330.0;92.0;0;-3300,0;1690,0;0,0;0
instanceLarge439_m=4_n=100_l=40_c=20_s=0;100.0;0.0;330.0;90.0;0;-3330,0;1770,0;0,001;0
instanceLarge440_m=4_n=100_l=40_c=20_s=1;100.0;0.0;330.0;90.0;0;-3330,0;1770,0;0,0;0
instanceLarge441_m=4_n=100_l=40_c=20_s=2;99.0;1.0;327.0;89.0;0;-3297,0;1723,0;0,001;0
instanceLarge442_m=4_n=100_l=40_c=20_s=0;100.0;0.0;341.0;91.0;0;-3341,0;1749,0;0,0;0
instanceLarge443_m=4_n=100_l=40_c=20_s=1;97.0;3.0;329.0;88.0;0;-3239,0;1611,0;0,0;0
instanceLarge444_m=4_n=100_l=40_c=20_s=2;99.0;1.0;336.0;90.0;0;-3306,0;1704,0;0,0;0
